"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Belarus","BLR","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.182938457572101","0.345108820628758","0.348526830770896","0.355977932408143","0.359198056129386","0.303521949550764","0.298258701660839","0.22682852655815","0.219981659603184","0.19926716600086","0.220651845990582","0.246888002104206","0.280071415311203","0.3240419300618","0.349633300436654","0.383983779131957","0.458750689990308","0.380944509700621","0.392835891582687","0.39410613818874","0.384043402632291","0.4210803474674","0.43883056174053","0.329750572405155","0.283357230687499","0.315183763182018","0.327316289331124","0.34008479484868","0.322035234201699","0.341548920440394","0.349802203181677",
"Belize","BLZ","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.669980172665125","0.63214262328985","0.63913283120214","0.63605377734795","0.639182857838925","0.659334411723375","0.66527493299349","0.64418683588558","0.65235644802127","0.63253314071638","0.627266749916395","0.60145256478442","0.596486055197075","0.56062536854443","0.557395607194335","0.5567274997281","0.55760112139665","0.563755549306395","0.57260383847934","0.554885059033555","0.560131561618765","0.575614154338835","0.619510769844055","0.63214421272278","0.6562420129776","0.65926253795624","0.671137154102325","0.687532544136045","0.67203545187924","0.659329445600195","0.64725922856936","0.62227146557784","0.6241556562466",
"Bermuda","BMU","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.87348347143617","0.899243356278835","0.903946856905531","0.928900590445447","0.927301218775816","0.946207137517929","1.2020488735243","1.22922108217035","1.24886442383288","1.26490998941554","1.1844887402585","1.14253011176805","1.22152637666001","1.23172205687648","1.25580527442536","1.29996298103934","1.32886146781967","1.37896579480801","1.42214027543207","1.42782974964483","1.44242425872155","1.39679682254791","1.45924818515778","1.44175946712494","1.4317272901535","1.41924369335175","1.39972507953644","1.36641585826874","1.35583534013415","1.36416558627056","1.34100457852667","1.2892229924184","1.23893086291142",
"Bolivia","BOL","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.29892102445335","0.301519509405065","0.30634253548143","0.291615414183164","0.284513268183229","0.298882091933516","0.309796511167262","0.310912661590029","0.313847114241355","0.300466210235603","0.290523881942327","0.270888863820815","0.252717451643329","0.246683944379094","0.250328414156283","0.252990344695406","0.280846556378585","0.299616787841675","0.351974553662655","0.351883197565396","0.37840396678584","0.429714328857294","0.440735444318713","0.438986500851842","0.436722938990282","0.425571298116195","0.410233289219019","0.397821066175977","0.400354771886925","0.390573679847861","0.378393234547437","0.376449815617236","0.36971055615192",
"Brazil","BRA","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.463171346212764","0.391017413176377","0.368592175443512","0.385075959897205","0.443883554639187","0.587528123606554","0.623997122587913","0.616146200060438","0.593831617272319","0.404652348195543","0.41433219865418","0.341440542557509","0.297000075689888","0.31532803451503","0.348124556797224","0.435721536985701","0.505060411781944","0.584801938338504","0.662729356061201","0.648118074874609","0.789173684708193","0.880673645932489","0.822144239023527","0.789056621659704","0.770606909886751","0.597797266023994","0.610968330417757","0.68357600407808","0.609243717154853","0.577825849554467","0.464674596314822","0.473354125895205","0.500216202753316",
"Barbados","BRB","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.805629343515577","0.814306749179247","0.817654413517245","0.835497960480893","0.836106729456153","0.827256082548228","0.833003264655377","0.82639052213718","0.888315125302695","0.914806149051509","0.88769388869593","0.887715044223055","0.88202754447519","0.87460857548006","0.901385167951525","0.93225322709193","0.94164465077122","0.995422741326485","0.99345541562122","0.97001341514709","0.995198493333045","1.00944352149963","1.06136858463288","1.07280492782593","1.08655905723572","1.065389752388","1.05943405628205","1.10150253772736","1.11073950254796","1.13745862507561","1.14160945331649","1.14397021045234","1.11140225041871",
"Brunei Darussalam","BRN","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.243630513552751","0.240238556391665","0.253402363657736","0.242187928874408","0.228856894561923","0.248503989268506","0.256316213442979","0.259825687042625","0.201396701560508","0.218831134090032","0.271427033851262","0.241125745189118","0.238464924330456","0.255019221155239","0.296652819771087","0.346913022007248","0.387931517679582","0.402694650290286","0.473524842314263","0.357141264303815","0.439294128099402","0.560616522309627","0.540997223520747","0.533988189609457","0.512767839513052","0.498296696176791","0.482394661009075","0.468432067248164","0.511432941794743","0.480221407474298","0.417795549856734","0.474001851287187","0.536126772067226",
"Bhutan","BTN","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.34801080258575","0.282246953688187","0.263753339002385","0.237632567594069","0.254042763777316","0.260686543345169","0.253287025381138","0.27431689370894","0.264282080407449","0.265147615072704","0.266649363560592","0.261677882310423","0.262008136718167","0.276338531434218","0.286886732850933","0.302709439638419","0.301316859427244","0.330969862163492","0.325651067995797","0.30465354178504","0.337332181254039","0.351331492131208","0.320892509598031","0.309489242811632","0.306033415531964","0.289730500233162","0.280243460702467","0.2949612545601","0.277429738913342","0.272906950630688","0.269552159711076","0.27824148720308","",
"Botswana","BWA","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.46543655251835","0.435788751511041","0.435378795345028","0.418677052890393","0.404998387347925","0.411638114769907","0.391428504271377","0.367858455664271","0.345580991144131","0.355741527182793","0.359991618336158","0.333056388955145","0.306321549090961","0.396527982632081","0.448361283454685","0.460410787527754","0.421256401175427","0.413045864375235","0.398583521165382","0.434966925555195","0.487452289339936","0.534444801624534","0.518784617606623","0.491236390132951","0.477316168998315","0.437370790352212","0.419685403132674","0.457490954306123","0.453467852675737","0.424597231132038","0.410736221373413","0.440071432146922","0.422200897216486",
"Central African Republic","CAF","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.808686875413526","0.752000217221773","0.805424628174221","0.710205513195072","0.441219433933855","0.528269081009227","0.488256933812407","0.424138458328797","0.413232849775584","0.406398685124636","0.373819608278834","0.356016970145019","0.361323492075628","0.429539192235599","0.439579563226145","0.444133048316743","0.449321913302346","0.486304739741862","0.548305709685722","0.520347691008226","0.509289278684125","0.544853265076815","0.51341836011589","0.514977417172443","0.589247395977425","0.479563823982016","0.472570261635715","0.493973698915333","0.498098064192544","0.474676033747753","0.486421144111727","0.498575066291819","0.438797567669903",
"Canada","CAN","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.06406924922866","1.08020424194815","1.01571440390502","0.941546391752577","0.883566930287053","0.880522442436607","0.885522552255226","0.86708435649285","0.798816312773846","0.801514437638823","0.826610329270756","0.788006198347108","0.783363920219206","0.874822639354793","0.947472713297464","1.00152170325136","1.06255729901269","1.12847872637557","1.15687910028116","1.05174000524888","1.18610318878474","1.2533674745823","1.24539814715215","1.18819105402396","1.11370101260246","0.97595829268538","0.910554611179205","0.934024592437356","0.931107550210113","0.930602333979487","0.917912647453247","0.987462164666935","0.941214325952109",
"Central Europe and the Baltics","CEB","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.39040382954218","1.37338075313808","1.39841914379178","1.33021724417975","1.42372376983257","1.6247822410148","1.52632605177994","1.27037483635361","1.260551110498","1.20013047530289","1.05906087162482","1.04811803744963","1.09698447324522","1.27360362367268","1.36051226377161","1.35443944747832","1.27528393683203","1.27618960346551","1.37849598375035","1.35102196489293","1.40581941041158","1.57368452796766","1.44405930550931","1.41598012347048","1.3990716965291","1.28409390751855","1.21977962024143","1.20619077037651","1.20552826683483","1.15760811048779","1.20965018950657","1.21073813507931","1.10171260404312",
"Channel Islands","CHI","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.559731751238146","0.572770194663187","0.602490027166046","0.584217488715341","0.619561459293061","0.702656630930609","0.675517295368016","0.674677955551633","0.61237549564163","0.55817300141445","0.53895193739836","0.466837490836211","0.437251630522467","0.445744766906853","0.527073762473308","0.596021048808563","0.600786195970063","0.619637903018184","0.652371873825915","0.633100901800019","0.705042103807886","0.719989102860037","0.713366126150261","0.706432230748459","0.644228252148683","0.597905172189793","0.586926232977079","0.612462299418379","0.618827304883672","0.571585162542859","0.528192960284993","0.573122271830506","0.508311383727141",
"China","CHN","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.354158919369299","0.328478750698056","0.335416705625955","0.361202289006494","0.285175298133947","0.327651774322253","0.344231582933829","0.344876964557497","0.338411551619048","0.329524048951468","0.32885864700833","0.32825337607664","0.325166394911851","0.327170788944099","0.340777789163847","0.346770934541402","0.359284436542444","0.395070976736348","0.457475213335992","0.461393944871197","0.491689066466529","0.545459874582591","0.564128654526098","0.591315024029249","0.611848334211399","0.621550236363798","0.600323643501635","0.619020986519579","0.639148132716101","0.609043349795463","0.604826058683887","0.647566736018949","0.592118212383075",
"Cote d'Ivoire","CIV","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.489137809010959","0.459660347942313","0.47887332615596","0.46418199420748","0.339308214881894","0.410487102143431","0.412931987675245","0.369727541192693","0.381206153414195","0.357394211878713","0.307821673787059","0.311990939382793","0.339195495210641","0.410959900532771","0.429088317704283","0.421519632228445","0.418295800767128","0.458283252169531","0.508488155477069","0.484937737828813","0.462357025634706","0.502729494720815","0.473435269732311","0.500590799682619","0.499272249681143","0.423939927923051","0.425933911563027","0.436997599094334","0.453610540352073","0.428183745198174","0.436841653607889","0.445475289005319","0.380158474881072",
"Cameroon","CMR","Price level ratio of PPP conversion factor (GDP) to market exchange rate","PA.NUS.PPPC.RF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.604162958304755","0.584139404747216","0.600923291205397","0.767109600670232","0.419902575788136","0.480306970247878","0.462123396605787","0.422700181366436","0.417952108594422","0.390630156272026","0.336094338308104","0.326601321572742","0.348942493769798","0.417344362259073","0.447566425476792","0.439914148790859","0.440598748268897","0.470553728073071","0.519960417926098","0.507616839061766","0.480032444251912","0.506541693399796","0.474372633226958","0.488121464559973","0.484285142641342","0.407143952033091","0.400677533410675","0.400927728131229","0.417049459940512","0.392940678069876","0.397622931154648","0.406346182735325","0.355496032272271",
